BROAD_ID	CPD_NAME	CPD_NAME_TYPE	CPD_SAMPLE_ID	DOS_LIBRARY	SOURCE_NAME	CHEMIST_NAME	VENDOR_CATALOG_ID	CPD_SMILES	USERCOMMENT	pert_id	pert_iname
BRD-K71499074-001-03-8	dichlorphenamide	USP	SA83569	NA	Prestwick Chemical Inc.	NA	Prestw-809	NS(=O)(=O)c1cc(Cl)c(Cl)c(c1)S(N)(=O)=O	NA	BRD-K71499074	diclofenamide
BRD-K05361803-001-01-3	SC-10	common	SA63481	NA	Tocris Bioscience	NA	430	CCCCCCCNS(=O)(=O)c1cccc2c(Cl)cccc12	NA	BRD-K05361803	SC-10
BRD-K76274772-001-02-7	D-e-MAPP	common	SA82015	NA	Biomol International Inc.	NA	SL221	CCCCCCCCCCCCCC(=O)N[C@H](C)[C@@H](O)c1ccccc1	NA	BRD-K76274772	MAPP-D-erythro
BRD-K64157027-003-01-9	ZD 2079	to-be-curated	SA792740	NA	Tocris Bioscience	NA	2154	O[C@@H](CNCCOc1ccc(CC(O)=O)cc1)c1ccccc1	NA	BRD-K64157027	ZD-2079
BRD-K63913457-001-02-7	EICOSATRIENOIC ACID (20:3 n-3)	to-be-curated	SA81996	NA	Biomol International Inc.	NA	FA008	CC\C=C/C\C=C/C\C=C/CCCCCCCCCC(O)=O	NA	BRD-K63913457	eicosatrienoic-acid
BRD-K75641298-001-01-5	metaclopramide	INN	SA82669	NA	Biomol International Inc.	NA	AC-840	CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC	NA	BRD-K75641298	metoclopramide
BRD-K67860401-001-02-3	GSK-3beta inhibitor VIII	primary-common	SA753180	NA	Calbiochem	NA	NA	COc1ccc(CNC(=O)Nc2ncc(s2)[N+]([O-])=O)cc1	NA	BRD-K67860401	AR-A014418
BRD-K63606607-001-01-8	bufalin	primary-common	SA63048	NA	Calbiochem	NA	203900	C[C@]12CC[C@H]3[C@@H](CC[C@@H]4C[C@@H](O)CC[C@]34C)[C@@]1(O)CC[C@@H]2c1ccc(=O)oc1	NA	BRD-K63606607	bufalin
BRD-K63151507-001-01-6	MNITMT	to-be-curated	SA792888	NA	Tocris Bioscience	NA	2492	Cn1cnnc1Sc1c(ncn1C)[N+]([O-])=O	NA	BRD-K63151507	MNITMT
BRD-K13533483-001-03-0	ciclosporin	INN	SA83292	NA	Prestwick Chemical Inc.	NA	Prestw-435	CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C	NA	BRD-K13533483	cyclosporin-a
BRD-K13544237-001-01-0	R(-)-propylnorapomorphine	primary-common	SA82667	NA	Biomol International Inc.	NA	AC-838	CCCN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31	NA	BRD-K13544237	r(-)-propylnorapomorphine
BRD-K74430258-001-01-2	DCB	to-be-curated	SA792667	NA	Tocris Bioscience	NA	1952	Clc1cccc(C=NC=Nc2cccc(Cl)c2)c1	NA	BRD-K74430258	1,2-dichlorobenzene
BRD-K61496577-001-03-8	flumetasone	INN	SA82932	NA	Prestwick Chemical Inc.	NA	Prestw-734	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO	NA	BRD-K61496577	flumetasone
BRD-K77925998-001-01-3	quipazine	INN	SA82466	NA	Biomol International Inc.	NA	NS-780	C1CN(CCN1)c1ccc2ccccc2n1	NA	BRD-K77925998	quipazine
BRD-K68095457-001-04-4	palmidrol	INN	SA792190	NA	Tocris Bioscience	NA	879	CCCCCCCCCCCCCCCC(=O)NCCO	NA	BRD-K68095457	palmitoylethanolamide
BRD-K07117950-001-02-6	imperatorin	primary-common	SA36475	NA	AnalytiCon Discovery GmbH	NA	NP-000253	CC(C)=CCOc1c2occc2cc2ccc(=O)oc12	NA	BRD-K07117950	imperatorin
BRD-K71430621-303-01-5	clobenpropit	common	SA792130	NA	Tocris Bioscience	NA	752	Clc1ccc(CNC(=N)SCCCc2c[nH]cn2)cc1	NA	BRD-K71430621	clobenpropit
BRD-K69556541-001-02-6	ryanodine	common	SA82108	NA	Biomol International Inc.	NA	CA-450	CC(C)[C@]1(O)[C@@H](OC(=O)c2ccc[nH]2)[C@@]2(O)[C@@]3(C)C[C@]4(O)O[C@@]5([C@H](O)[C@@H](C)CC[C@]35O)[C@@]2(O)[C@@]14C	NA	BRD-K69556541	ryanodine
BRD-K06024458-001-01-4	N-ArachidonylGABA	to-be-curated	SA792643	NA	Tocris Bioscience	NA	1814	CCCCCC=CCC=CCC=CCC=CCCCC(=O)NCCCC(O)=O	NA	BRD-K06024458	N-arachidonyl-GABA
BRD-K02581333-001-01-8	protein tyrosine phosphatase inhibitor IV	common	SA63383	NA	Calbiochem	NA	540211	CC(C)(c1ccc(NS(=O)(=O)C(F)(F)F)cc1)c1ccc(cc1)C(C)(C)c1cccc(NS(=O)(=O)C(F)(F)F)c1	NA	BRD-K02581333	protein-tyrosine-phosphatase-inhibitor-IV
BRD-K67277431-002-03-0	picotamide	primary-common	SA83135	NA	Prestwick Chemical Inc.	NA	Prestw-119	COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1	NA	BRD-K67277431	picotamide
BRD-K77554836-001-03-3	triamcinolone	INN	SA83065	NA	Prestwick Chemical Inc.	NA	Prestw-120	C[C@]12C[C@H](O)[C@@]3(F)[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1C[C@@H](O)[C@]2(O)C(=O)CO	NA	BRD-K77554836	triamcinolone
BRD-K72726508-001-01-3	arcyriaflavin A	common	SA792865	NA	Tocris Bioscience	NA	2457	O=C1NC(=O)c2c1c1c3ccccc3[nH]c1c1[nH]c3ccccc3c21	NA	BRD-K72726508	arcyriaflavin-a
BRD-K72895815-001-01-4	SSR 69071	to-be-curated	SA792899	NA	Tocris Bioscience	NA	2506	COc1cc2c(C(=O)N(COc3cc(=O)n4cccc(OCCN5CCCCC5)c4n3)S2(=O)=O)c(c1)C(C)C	NA	BRD-K72895815	SSR-69071
BRD-K76293260-001-02-6	N-LINOLEOYLGLYCINE	to-be-curated	SA82024	NA	Biomol International Inc.	NA	FA-030	CCCCC\C=C/C\C=C/CCCCCCCC(=O)NCC(O)=O	NA	BRD-K76293260	BRD-K76293260
BRD-K70881766-001-02-3	solanine alpha	primary-common	SA83123	NA	Prestwick Chemical Inc.	NA	Prestw-640	C[C@@H]1[C@H]2CC[C@H](C)CN2[C@H]2C[C@H]3[C@@H]4CC=C5C[C@H](CC[C@]5(C)[C@H]4CC[C@]3(C)[C@@H]12)O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O	NA	BRD-K70881766	solanine
BRD-K63828191-003-07-3	raloxifene	INN	SA792790	NA	Tocris Bioscience	NA	2280	Oc1ccc(cc1)-c1sc2cc(O)ccc2c1C(=O)c1ccc(OCCN2CCCCC2)cc1	NA	BRD-K63828191	raloxifene
BRD-K73290745-003-01-8	ICI-199,441	to-be-curated	SA792142	NA	Tocris Bioscience	NA	778	CN([C@H](CN1CCCC1)c1ccccc1)C(=O)Cc1ccc(Cl)c(Cl)c1	NA	BRD-K73290745	ICI-199441
BRD-K63874012-103-01-5	thioperamide	common	SA792072	NA	Tocris Bioscience	NA	644	S=C(NC1CCCCC1)N1CCC(CC1)c1c[nH]cn1	NA	BRD-K63874012	thioperamide
BRD-K52620403-001-01-8	STO 609	primary-common	SA753181	NA	Calbiochem	NA	NA	OC(=O)c1ccc2c3nc4ccccc4n3c(=O)c3cccc1c23	NA	BRD-K52620403	STO-609
BRD-K73395020-001-01-5	ARP 101	to-be-curated	SA792944	NA	Tocris Bioscience	NA	2622	CC(C)ON([C@H](C(C)C)C(=O)NO)S(=O)(=O)c1ccc(cc1)-c1ccccc1	NA	BRD-K73395020	ARP-101
BRD-K73397362-001-01-7	purmorphamine	common	SA63333	NA	Calbiochem	NA	540220	C1CCC(CC1)n1cnc2c(Nc3ccc(cc3)N3CCOCC3)nc(Oc3cccc4ccccc34)nc12	NA	BRD-K73397362	purmorphamine
BRD-K67013324-001-01-5	luzindole	primary-common	SA792188	NA	Tocris Bioscience	NA	877	CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12	NA	BRD-K67013324	luzindole
BRD-K75516118-001-01-7	(R)-(-)-Rolipram	to-be-curated	SA792441	NA	Tocris Bioscience	NA	1349	COc1ccc(cc1OC1CCCC1)[C@@H]1CNC(=O)C1	NA	BRD-K75516118	rolipram
BRD-K71726959-001-05-9	N9-isopropylolomoucine	primary-common	SA82278	NA	Biomol International Inc.	NA	CC-202	CC(C)n1cnc2c(NCc3ccccc3)nc(NCCO)nc12	NA	BRD-K71726959	BRD-K71726959
BRD-K06854232-001-03-3	AM-580	common	SA792134	NA	Tocris Bioscience	NA	760	CC1(C)CCC(C)(C)c2cc(ccc12)C(=O)Nc1ccc(cc1)C(O)=O	NA	BRD-K06854232	AM-580
BRD-K76587808-001-02-0	fraxetin	primary-common	SA36829	NA	AnalytiCon Discovery GmbH	NA	NP-001364	COc1cc2ccc(=O)oc2c(O)c1O	NA	BRD-K76587808	fraxetin
BRD-K67439147-001-01-7	SIB 1893	to-be-curated	SA792377	NA	Tocris Bioscience	NA	1214	Cc1cccc(C=Cc2ccccc2)n1	NA	BRD-K67439147	SIB-1893
BRD-K06208435-001-02-9	YS-035	primary-common	SA82120	NA	Biomol International Inc.	NA	AC-106	COc1ccc(CCN(C)CCc2ccc(OC)c(OC)c2)cc1OC	NA	BRD-K06208435	YS-035
BRD-K01902415-001-03-4	pirinixic acid	INN	SA792427	NA	Tocris Bioscience	NA	1312	Cc1cccc(Nc2cc(Cl)nc(SCC(O)=O)n2)c1C	NA	BRD-K01902415	pirinixic-acid
BRD-A75455249-001-02-0	(+/-)-kavain	primary-common	SA82353	NA	Biomol International Inc.	NA	NA136	COC1=CC(=O)OC(C1)\C=C\c1ccccc1	NA	BRD-A75455249	kavain
BRD-K02607075-333-03-6	tubocurarine chloride	INN	SA83098	NA	Prestwick Chemical Inc.	NA	Prestw-561	COc1cc2CCN(C)[C@H]3Cc4cccc(Oc5c(O)c(OC)cc6CC[N+](C)(C)[C@H](Cc7ccc(O)c(Oc1cc23)c7)c56)c4	NA	BRD-K02607075	tubocurarine
BRD-K68620903-001-03-1	dydrogesterone	INN	SA83601	NA	Prestwick Chemical Inc.	NA	Prestw-671	CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C	NA	BRD-K68620903	dydrogesterone
BRD-K15025317-001-04-5	BAY 11-7082	primary-common	SA82280	NA	Biomol International Inc.	NA	EI-278	Cc1ccc(cc1)S(=O)(=O)\C=C\C#N	NA	BRD-K15025317	BAY-11-7082
BRD-K62310379-001-03-0	fluticasone propionate	USAN	SA83721	NA	Prestwick Chemical Inc.	NA	Prestw-997	CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF	NA	BRD-K62310379	fluticasone-propionate
BRD-K65814004-001-02-3	diphenyleneiodonium	to-be-curated	SA82235	NA	Biomol International Inc.	NA	CN-240	[I+]1c2ccccc2-c2ccccc12	NA	BRD-K65814004	diphenyleneiodonium
BRD-K70914287-300-01-0	BIBX-1382	to-be-curated	SA792848	NA	Tocris Bioscience	NA	2416	CN1CCC(CC1)Nc1ncc2ncnc(Nc3ccc(F)c(Cl)c3)c2n1	NA	BRD-K70914287	BIBX-1382
BRD-K63750851-001-03-3	mycophenolic acid	INN	SA36917	NA	AnalytiCon Discovery GmbH	NA	NP-001642	COc1c(C)c2COC(=O)c2c(O)c1C\C=C(/C)CCC(O)=O	NA	BRD-K63750851	mycophenolic-acid
BRD-K76133116-001-01-2	benzylamine	primary-common	SA38898	NA	Harvard University	Tim Briggs and Derek Martyn	NA	NCc1ccccc1	NA	BRD-K76133116	benzydamine
BRD-K04010869-001-02-6	prostaglandin A1	primary-common	SA82030	NA	Biomol International Inc.	NA	PG001	CCCCC[C@H](O)\C=C\[C@H]1C=CC(=O)[C@@H]1CCCCCCC(O)=O	NA	BRD-K04010869	prostaglandin-a1
BRD-K66707493-001-02-6	lawsone	primary-common	SA59418	NA	MicroSource Discovery Systems Inc.	NA	1502250	O=C1CC(=O)c2ccccc2C1=O	NA	BRD-K66707493	lawsone
BRD-K08438429-001-01-0	BRD-K08438429	BROAD_CPD_ID	SA792856	NA	Tocris Bioscience	NA	2440	Clc1ccc(CN(CCCNC(=S)NCCCc2c[nH]cn2)c2ccc(Br)cn2)cc1Cl	NA	BRD-K08438429	BRD-K08438429
BRD-K76304753-003-04-7	phenazopyridine	common	SA58424	NA	MicroSource Discovery Systems Inc.	NA	1500473	Nc1ccc(\N=N\c2ccccc2)c(N)n1	NA	BRD-K76304753	phenazopyridine
BRD-K75089421-001-02-5	procainamide	INN	SA82103	NA	Biomol International Inc.	NA	AC-127	CCN(CC)CCNC(=O)c1ccc(N)cc1	NA	BRD-K75089421	procainamide
BRD-K66782112-001-01-2	ICI-162,846	to-be-curated	SA792168	NA	Tocris Bioscience	NA	833	NC(=O)CCCCn1ccc(N=C(N)NCC(F)(F)F)n1	NA	BRD-K66782112	ICI-162846
BRD-K69763916-001-01-7	LY-341495	to-be-curated	SA792372	NA	Tocris Bioscience	NA	1209	N[C@@](CC1c2ccccc2Oc2ccccc12)([C@H]1C[C@@H]1C(O)=O)C(O)=O	NA	BRD-K69763916	LY-341495
BRD-K62206109-303-01-1	VUF 5681	to-be-curated	SA792889	NA	Tocris Bioscience	NA	2493	C(CC1CCNCC1)Cc1c[nH]cn1	NA	BRD-K62206109	VUF-5681
BRD-K75958195-001-01-7	pizotifen	INN	SA82465	NA	Biomol International Inc.	NA	NS-740	CN1CCC(CC1)=C1c2ccsc2CCc2ccccc12	NA	BRD-K75958195	pizotifen
BRD-K74195153-050-03-0	irsogladine	to-be-curated	SA792898	NA	Tocris Bioscience	NA	2504	Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl	NA	BRD-K74195153	irsogladine
BRD-K15588452-003-01-9	R-96544	to-be-curated	SA792609	NA	Tocris Bioscience	NA	1742	COc1cccc(CCc2ccccc2OCC[C@@H]2C[C@@H](O)CN2C)c1	NA	BRD-K15588452	R-96544
BRD-K66874953-001-02-7	pifithrin-alpha	primary-common	SA82314	NA	Biomol International Inc.	NA	GR-325	Cc1ccc(cc1)C(=O)Cn1c2CCCCc2sc1=N	NA	BRD-K66874953	pifithrin-alpha
BRD-K65786282-001-02-6	CGP-7930	primary-common	SA792526	NA	Tocris Bioscience	NA	1513	CC(C)(CO)Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C	NA	BRD-K65786282	CGP-7930
BRD-K77171813-050-01-4	proxyfan	to-be-curated	SA792880	NA	Tocris Bioscience	NA	2477	C(COCc1ccccc1)Cc1cnc[nH]1	NA	BRD-K77171813	proxyfan
BRD-K71266197-236-01-9	PSB 06126	to-be-curated	SA792927	NA	Tocris Bioscience	NA	2574	Nc1c2C(=O)c3ccccc3C(=O)c2c(Nc2cccc3ccccc23)cc1S(O)(=O)=O	NA	BRD-K71266197	PSB-06126
BRD-K68507560-003-04-8	dicycloverine	INN	SA58268	NA	MicroSource Discovery Systems Inc.	NA	1500240	CCN(CC)CCOC(=O)C1(CCCCC1)C1CCCCC1	NA	BRD-K68507560	dicycloverine
BRD-K74284736-001-01-5	L-689,560	to-be-curated	SA82421	NA	Biomol International Inc.	NA	AC-404	OC(=O)[C@H]1C[C@H](NC(=O)Nc2ccccc2)c2c(Cl)cc(Cl)cc2N1	NA	BRD-K74284736	L-689560
BRD-K76568384-001-01-4	PHTPP	to-be-curated	SA792969	NA	Tocris Bioscience	NA	2662	Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1	NA	BRD-K76568384	PHTPP
BRD-K77641333-003-04-0	naphazoline	INN	SA58393	NA	MicroSource Discovery Systems Inc.	NA	1500424	C(C1=NCCN1)c1cccc2ccccc12	NA	BRD-K77641333	naphazoline
BRD-K78280988-001-02-2	anandamide(20:3,n-6)	primary-common	SA81967	NA	Biomol International Inc.	NA	FA019	CCCCC\C=C/C\C=C/C\C=C/CCCCCCC(=O)NCCO	NA	BRD-K78280988	anandamide
BRD-K70330367-001-02-4	amantadine	INN	SA82056	NA	Biomol International Inc.	NA	AC-133	NC12CC3CC(CC(C3)C1)C2	NA	BRD-K70330367	amantadine
BRD-K65503129-001-01-4	CCT018159	primary-common	SA792853	NA	Tocris Bioscience	NA	2435	CCc1cc(-c2n[nH]c(C)c2-c2ccc3OCCOc3c2)c(O)cc1O	NA	BRD-K65503129	CCT-018159
BRD-K74305673-001-01-3	IMD-0354	primary-common	SA792942	NA	Tocris Bioscience	NA	2611	Oc1ccc(Cl)cc1C(=O)Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F	NA	BRD-K74305673	IKK-2-inhibitor-V
BRD-K63938928-001-02-5	7-desoxypurpurogallin-7-carboxylic acid, methyl ester, trimethyl ether	to-be-curated	SA58131	NA	MicroSource Discovery Systems Inc.	NA	210522	COC(=O)c1cc(OC)c(=O)c2c(OC)c(OC)ccc2c1	NA	BRD-K63938928	BRD-K63938928
BRD-K67511046-003-03-7	naloxone	INN	SA83423	NA	Prestwick Chemical Inc.	NA	Prestw-111	Oc1ccc2C[C@H]3N(CC=C)CC[C@@]45[C@@H](Oc1c24)C(=O)CC[C@@]35O	NA	BRD-K67511046	naloxone
BRD-K72024482-001-01-3	MRS 1754	to-be-curated	SA793000	NA	Tocris Bioscience	NA	2752	CCCn1c2nc([nH]c2c(=O)n(CCC)c1=O)-c1ccc(OCC(=O)Nc2ccc(cc2)C#N)cc1	NA	BRD-K72024482	MRS-1754
BRD-K75181824-001-02-3	AGGC	common	SA81963	NA	Biomol International Inc.	NA	G220	CC(=O)N[C@@H](CSC\C=C(/C)CC\C=C(/C)CC\C=C(/C)CCC=C(C)C)C(O)=O	NA	BRD-K75181824	acetyl-geranygeranyl-cysteine
BRD-K68392338-003-01-2	ZK-93426	primary-common	SA792692	NA	Tocris Bioscience	NA	1996	CCOC(=O)c1ncc2[nH]c3cccc(OC(C)C)c3c2c1C	NA	BRD-K68392338	ZK-93426
BRD-K11696279-003-01-5	BU 239	to-be-curated	SA792113	NA	Tocris Bioscience	NA	726	C1CN=C(N1)c1cnc2ccccc2n1	NA	BRD-K11696279	BU-239
BRD-K77987382-001-05-8	mebendazole	primary-common	SA59319	NA	MicroSource Discovery Systems Inc.	NA	1501110	COC(=O)Nc1nc2ccc(cc2[nH]1)C(=O)c1ccccc1	NA	BRD-K77987382	mebendazole
BRD-K08640512-003-01-5	RS 100329	to-be-curated	SA792433	NA	Tocris Bioscience	NA	1325	Cc1c[nH]c(=O)n(CCCN2CCN(CC2)c2ccccc2OCC(F)(F)F)c1=O	NA	BRD-K08640512	RS-100329
BRD-K75478907-001-01-5	GS39783	to-be-curated	SA792696	NA	Tocris Bioscience	NA	2001	CSc1nc(NC2CCCC2)c(c(NC2CCCC2)n1)[N+]([O-])=O	NA	BRD-K75478907	GS-39783
BRD-K09635134-001-02-4	L-erythro-MAPP	primary-common	SA82016	NA	Biomol International Inc.	NA	SL222	CCCCCCCCCCCCCC(=O)N[C@@H](C)[C@H](O)c1ccccc1	NA	BRD-K09635134	L-erythro-MAPP
BRD-K65639003-001-02-5	icariin	primary-common	SA59010	NA	MicroSource Discovery Systems Inc.	NA	1505257	COc1ccc(cc1)-c1oc2c(CC=C(C)C)c(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)cc(O)c2c(=O)c1O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O	NA	BRD-K65639003	icariin
BRD-K73391359-003-03-7	quinisocaine	INN	SA83598	NA	Prestwick Chemical Inc.	NA	Prestw-630	CCCCc1cc2ccccc2c(OCCN(C)C)n1	NA	BRD-K73391359	quinisocaine
BRD-K68558722-001-02-4	deracoxib	primary-common	SA59557	NA	MicroSource Discovery Systems Inc.	NA	1505222	COc1ccc(cc1F)-c1cc(nn1-c1ccc(cc1)S(N)(=O)=O)C(F)F	NA	BRD-K68558722	deracoxib
BRD-K24132293-001-02-0	piperlongumine	primary-common	SA37589	NA	AnalytiCon Discovery GmbH	NA	NP-003716	COc1cc(cc(OC)c1OC)\C=C\C(=O)N1CCC=CC1=O	NA	BRD-K24132293	piperlongumine
BRD-K18816859-001-01-4	2-[5-[3-(4-methylsulphonylamino)benzyl-1,2,4-oxadiazol-5-yl]-1H-indole-3-yl]ethylamine	to-be-curated	SA792145	NA	Tocris Bioscience	NA	781	CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1	NA	BRD-K18816859	L-694247
BRD-K64245000-001-01-7	GW 4064	to-be-curated	SA792876	NA	Tocris Bioscience	NA	2473	CC(C)c1onc(c1COc1ccc(C=Cc2cccc(c2)C(O)=O)c(Cl)c1)-c1c(Cl)cccc1Cl	NA	BRD-K64245000	GW-4064
BRD-K21853356-001-04-4	RG-14620	primary-common	SA82348	NA	Biomol International Inc.	NA	EI-253	Clc1cc(Cl)cc(c1)\C=C(/C#N)c1cccnc1	NA	BRD-K21853356	RG-14620
BRD-K22031190-001-04-6	diflunisal	INN	SA58272	NA	MicroSource Discovery Systems Inc.	NA	1500245	OC(=O)c1cc(ccc1O)-c1ccc(F)cc1F	NA	BRD-K22031190	diflunisal
BRD-K70241288-001-01-1	L-692,585	to-be-curated	SA792782	NA	Tocris Bioscience	NA	2261	C[C@@H](O)CNC(C)(C)CC(=O)N[C@@H]1CCc2ccccc2N(Cc2ccc(cc2)-c2ccccc2-c2nn[nH]n2)C1=O	NA	BRD-K70241288	L-692585
BRD-K22134346-001-04-1	simvastatin	INN	SA58549	NA	MicroSource Discovery Systems Inc.	NA	1504236	CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@@H]12	NA	BRD-K22134346	simvastatin
BRD-K20655524-003-04-7	mefexamide	INN	SA83171	NA	Prestwick Chemical Inc.	NA	Prestw-215	CCN(CC)CCNC(=O)COc1ccc(OC)cc1	NA	BRD-K20655524	mefexamide
BRD-K09963420-066-03-4	saquinavir	INN	SA83794	NA	Prestwick Chemical Inc.	NA	Prestw-1114	CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1	NA	BRD-K09963420	saquinavir
BRD-K21667562-001-01-4	AM 404	to-be-curated	SA792345	NA	Tocris Bioscience	NA	1116	CCCCCC=CCC=CCC=CCC=CCCCC(=O)Nc1ccc(O)cc1	NA	BRD-K21667562	AM-404
BRD-K21733600-001-02-6	rofecoxib	INN	SA59033	NA	MicroSource Discovery Systems Inc.	NA	1504235	CS(=O)(=O)c1ccc(cc1)C1=C(C(=O)OC1)c1ccccc1	NA	BRD-K21733600	rofecoxib
BRD-K32292990-001-01-0	CGP-53353	primary-common	SA792858	NA	Tocris Bioscience	NA	2442	Fc1ccc(Nc2cc3C(=O)NC(=O)c3cc2Nc2ccc(F)cc2)cc1	NA	BRD-K32292990	CGP-53353
BRD-K21450440-001-04-7	benzthiazide	INN	SA58195	NA	MicroSource Discovery Systems Inc.	NA	1500141	NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O	NA	BRD-K21450440	benzthiazide
BRD-K76805682-001-05-0	SB-415286	primary-common	SA792564	NA	Tocris Bioscience	NA	1617	Oc1ccc(NC2=C(C(=O)NC2=O)c2ccccc2[N+]([O-])=O)cc1Cl	NA	BRD-K76805682	SB-415286
BRD-K22385716-001-01-7	LY-303511	common	SA792850	NA	Tocris Bioscience	NA	2418	O=c1cc(oc2c(cccc12)-c1ccccc1)N1CCNCC1	NA	BRD-K22385716	LY-303511
BRD-K24526313-001-08-6	levcromakalim	to-be-curated	SA792454	NA	Tocris Bioscience	NA	1378	CC1(C)Oc2ccc(cc2[C@H]([C@@H]1O)N1CCCC1=O)C#N	NA	BRD-K24526313	levcromakalim
BRD-K29673530-001-03-9	hypericin	common	SA81853	NA	Biomol International Inc.	NA	EI-226	Cc1cc(O)c2c3c1c1c(C)cc(O)c4c1c1c3c3c(c(O)cc(O)c3c2=O)c2c(O)cc(O)c(c12)c4=O	NA	BRD-K29673530	hypericin
BRD-K24240364-003-02-1	GYKI-52466	to-be-curated	SA792498	NA	Tocris Bioscience	NA	1454	CC1=NN=C(c2ccc(N)cc2)c2cc3OCOc3cc2C1	NA	BRD-K24240364	GYKI-52466
BRD-K23383398-001-01-6	T-0901317	primary-common	SA792830	NA	Tocris Bioscience	NA	2373	OC(c1ccc(cc1)N(CC(F)(F)F)S(=O)(=O)c1ccccc1)(C(F)(F)F)C(F)(F)F	NA	BRD-K23383398	T-0901317
BRD-K29582677-001-02-7	flunarizine	INN	SA82072	NA	Biomol International Inc.	NA	CA-225	Fc1ccc(cc1)C(N1CCN(C\C=C\c2ccccc2)CC1)c1ccc(F)cc1	NA	BRD-K29582677	flunarizine
BRD-K37270826-001-03-7	mifepristone	INN	SA63478	NA	EMD Biosciences	NA	475838	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c1ccc(cc1)N(C)C	NA	BRD-K37270826	mifepristone
BRD-K24201553-003-02-4	SB 269970	common	SA792560	NA	Tocris Bioscience	NA	1612	CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1	NA	BRD-K24201553	SB-269970
BRD-K33308633-001-01-6	INCA-6	primary-common	SA792745	NA	Tocris Bioscience	NA	2162	O=C1C=CC(=O)C2=C1C1c3ccccc3C2c2ccccc12	NA	BRD-K33308633	INCA-6
BRD-K30240666-051-05-0	clemastine	INN	SA83250	NA	Prestwick Chemical Inc.	NA	Prestw-306	CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1	NA	BRD-K30240666	clemastine
BRD-K09537769-001-01-6	NU7026	primary-common	SA63332	NA	Calbiochem	NA	260961	O=c1cc(oc2c3ccccc3ccc12)N1CCOCC1	NA	BRD-K09537769	NU-7026
BRD-K23583188-001-05-6	lavendustin A	common	SA82277	NA	Biomol International Inc.	NA	EI185	OC(=O)c1cc(ccc1O)N(Cc1ccccc1O)Cc1cc(O)ccc1O	NA	BRD-K23583188	lavendustin-a
BRD-K38197229-001-06-7	bumetanide	INN	SA82195	NA	Biomol International Inc.	NA	EI-168	CCCCNc1cc(cc(c1Oc1ccccc1)S(N)(=O)=O)C(O)=O	NA	BRD-K38197229	bumetanide
BRD-K27351809-001-02-0	nomegestrol	USAN	SA83760	NA	Prestwick Chemical Inc.	NA	Prestw-1033	CC(=O)O[C@@]1(CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C(C)=O	NA	BRD-K27351809	nomegestrol-acetate
